Name,Year,Correct Year,Miles,Price,Brand,Model
Ford Fiesta,2016,2016,"24,382.00","$15,990",Ford,Fiesta
Jeep Grand Cherokee,2015,2015,"92,385.00","$21,590",Jeep,Grand Cherokee
Chevrolet Spark,2019,2019,"46,496.00","$15,590",Chevrolet,Spark
Nissan Versa Note,2016,2016,"98,363.00","$12,990",Nissan,Versa Note
Honda CR-Z,2014,2014,"96,788.00","$15,990",Honda,CR-Z
Buick Encore,2019,2019,"30,959.00","$21,990",Buick,Encore
Nissan Altima,2014,2014,"60,983.00","$16,590",Nissan,Altima
Volkswagen Tiguan,2012,2012,"85,280.00","$13,990",Volkswagen,Tiguan
MINI Countryman,2015,2015,"57,286.00","$18,990",MINI,Countryman
Kia Optima,2018,2018,"48,506.00","$19,990",Kia,Optima
FIAT c Abarth,2017500,2017,"21,541.00","$22,590",FIAT,c Abarth
Ford Fiesta,2011,2011,"100,172.00","$11,990",Ford,Fiesta
Cadillac SRX,2012,2012,"57,368.00","$19,590",Cadillac,SRX
Buick Envision,2017,2017,"61,759.00","$21,990",Buick,Envision
Subaru Impreza,2015,2015,"35,906.00","$18,590",Subaru,Impreza
Audi Q,20173,2017,"80,108.00","$23,990",Audi,Q
Honda Civic,2015,2015,"62,376.00","$17,590",Honda,Civic
MAZDA MX- Miata,20125,2012,"32,183.00","$19,590",MAZDA,MX- Miata
Ford Fiesta,2018,2018,"44,122.00","$14,990",Ford,Fiesta
Volkswagen Passat,2016,2016,"105,128.00","$13,990",Volkswagen,Passat
MINI Countryman,2015,2015,"57,286.00","$18,990",MINI,Countryman
Lexus ES,2012,2012,"86,661.00","$18,590",Lexus,ES
Lincoln MKZ,2014,2014,"59,196.00","$17,990",Lincoln,MKZ
Toyota Avalon,2014,2014,"83,532.00","$19,990",Toyota,Avalon
FIAT c Abarth,2017500,2017,"21,541.00","$22,590",FIAT,c Abarth
Volkswagen CC,2010,2010,"87,498.00","$13,990",Volkswagen,CC
Mitsubishi Outlander Sport,2019,2019,"43,315.00","$18,990",Mitsubishi,Outlander Sport
Honda Civic,2012,2012,"67,787.00","$16,590",Honda,Civic
Chevrolet Trax,2016,2016,"21,635.00","$17,990",Chevrolet,Trax
Jeep Grand Cherokee,2017,2017,"54,964.00","$23,590",Jeep,Grand Cherokee
smart fortwo,2013,2013,"84,344.00","$12,990",smart,fortwo
Chevrolet Traverse,2015,2015,"78,115.00","$19,590",Chevrolet,Traverse
Kia Soul,2022,2022,"5,306.00","$23,990",Kia,Soul
Toyota Corolla,2015,2015,"61,726.00","$16,590",Toyota,Corolla
Cadillac SRX,2012,2012,"57,368.00","$19,590",Cadillac,SRX
Nissan LEAF,2015,2015,"22,692.00","$15,590",Nissan,LEAF
Kia Forte,2016,2016,"77,360.00","$13,990",Kia,Forte
Jeep Compass,2018,2018,"81,842.00","$17,990",Jeep,Compass
Ford Focus,2014,2014,"33,519.00","$15,590",Ford,Focus
MAZDA MAZDA,20166,2016,"68,061.00","$18,990",MAZDA,MAZDA
Toyota Camry,2016,2016,"59,534.00","$18,990",Toyota,Camry
Nissan Versa Note,2016,2016,"54,402.00","$14,590",Nissan,Versa Note
Kia Forte,2014,2014,"90,594.00","$12,590",Kia,Forte
Chevrolet Equinox,2013,2013,"94,669.00","$14,990",Chevrolet,Equinox
Nissan Rogue,2018,2018,"43,026.00","$20,990",Nissan,Rogue
Chevrolet Volt,2013,2013,"74,302.00","$14,990",Chevrolet,Volt
Jeep Cherokee,2016,2016,"67,600.00","$18,590",Jeep,Cherokee
Dodge Dart,2016,2016,"27,477.00","$16,990",Dodge,Dart
Volkswagen Jetta,2019,2019,"31,437.00","$22,590",Volkswagen,Jetta
Volkswagen Atlas,2018,2018,"71,627.00","$24,590",Volkswagen,Atlas
Ford Mustang,2014,2014,"36,725.00","$20,590",Ford,Mustang
Honda Civic,2013,2013,"101,224.00","$14,590",Honda,Civic
Subaru Forester,2014,2014,"39,292.00","$19,590",Subaru,Forester
Volkswagen CC,2010,2010,"87,498.00","$13,990",Volkswagen,CC
Honda CR-V,2016,2016,"40,235.00","$22,590",Honda,CR-V
Hyundai Elantra,2018,2018,"51,300.00","$16,990",Hyundai,Elantra
Dodge Dart,2015,2015,"103,830.00","$13,990",Dodge,Dart
Honda Accord,2014,2014,"75,705.00","$18,590",Honda,Accord
Hyundai Elantra,2013,2013,"74,253.00","$15,590",Hyundai,Elantra
Mitsubishi Mirage G,20214,2021,"22,454.00","$16,590",Mitsubishi,Mirage G
Honda CR-Z,2011,2011,"100,942.00","$13,590",Honda,CR-Z
Dodge Grand Caravan Passenger,2019,2019,"84,293.00","$18,990",Dodge,Grand Caravan Passenger
Jeep Compass,2021,2021,"45,849.00","$22,590",Jeep,Compass
Audi A,20173,2017,"52,781.00","$22,990",Audi,A
Hyundai Tucson,2012,2012,"72,035.00","$14,990",Hyundai,Tucson
Honda Accord,2011,2011,"65,991.00","$15,590",Honda,Accord
Jeep Compass,2017,2017,"85,278.00","$16,990",Jeep,Compass
Honda CR-V,2016,2016,"40,235.00","$22,590",Honda,CR-V
Honda Crosstour,2013,2013,"92,127.00","$17,990",Honda,Crosstour
Nissan Sentra,2018,2018,"85,667.00","$14,990",Nissan,Sentra
Volkswagen Jetta SportWagen,2014,2014,"71,966.00","$16,990",Volkswagen,Jetta SportWagen
Hyundai Elantra GT,2016,2016,"88,724.00","$14,590",Hyundai,Elantra GT
MAZDA MAZDA,20122,2012,"42,208.00","$15,590",MAZDA,MAZDA
Acura MDX,2016,2016,"73,115.00","$24,990",Acura,MDX
Honda CR-V,2017,2017,"57,198.00","$22,990",Honda,CR-V
Ford Explorer,2014,2014,"95,253.00","$21,990",Ford,Explorer
Honda CR-V,2015,2015,"39,262.00","$23,590",Honda,CR-V
Volkswagen Passat,2015,2015,"80,908.00","$14,990",Volkswagen,Passat
Nissan Sentra,2018,2018,"62,804.00","$15,990",Nissan,Sentra
Ford Escape,2015,2015,"100,337.00","$15,990",Ford,Escape
Volkswagen Tiguan,2019,2019,"57,140.00","$24,590",Volkswagen,Tiguan
Honda Civic,2012,2012,"65,125.00","$14,990",Honda,Civic
Chevrolet Traverse,2015,2015,"78,115.00","$19,590",Chevrolet,Traverse
Ford Fiesta,2016,2016,"44,673.00","$13,590",Ford,Fiesta
Ford Fiesta,2018,2018,"59,912.00","$14,590",Ford,Fiesta
Mercedes-Benz GLK-Class,2012,2012,"78,633.00","$19,990",Mercedes-Benz,GLK-Class
Nissan Rogue Select,2014,2014,"32,249.00","$16,990",Nissan,Rogue Select
Jeep Cherokee,2018,2018,"86,570.00","$18,590",Jeep,Cherokee
Scion iM,2016,2016,"61,880.00","$16,990",Scion,iM
FIAT,2012500,2012,77979,13590,,#VALUE!
Volkswagen Touareg,2013,2013,"50,624.00","$22,590",Volkswagen,Touareg
Volkswagen GTI,2013,2013,"68,316.00","$17,990",Volkswagen,GTI
Hyundai Sonata,2010,2010,"80,261.00","$12,590",Hyundai,Sonata
Honda Accord,2011,2011,"97,927.00","$15,990",Honda,Accord
Kia Sedona,2016,2016,"94,137.00","$17,590",Kia,Sedona
Audi Q,20173,2017,"80,108.00","$23,990",Audi,Q
Toyota Corolla,2009,2009,"44,793.00","$14,590",Toyota,Corolla
Jeep Cherokee,2017,2017,"94,711.00","$16,990",Jeep,Cherokee
Hyundai Santa Fe Sport,2016,2016,"87,283.00","$16,990",Hyundai,Santa Fe Sport
Honda Civic,2014,2014,"41,916.00","$18,590",Honda,Civic
Nissan Z,2010370,2010,"66,765.00","$23,990",Nissan,Z
Nissan Sentra,2017,2017,"52,630.00","$15,590",Nissan,Sentra
Volkswagen Jetta,2019,2019,"38,538.00","$19,990",Volkswagen,Jetta
Subaru Impreza,2015,2015,"49,506.00","$17,990",Subaru,Impreza
Honda Fit,2012,2012,"43,235.00","$15,990",Honda,Fit
Kia Rio,2018,2018,"18,028.00","$18,990",Kia,Rio
FIAT L,2014500,2014,"60,558.00","$14,990",FIAT,L
GMC Acadia,2017,2017,"95,912.00","$20,990",GMC,Acadia
Nissan LEAF,2014,2014,"50,155.00","$13,590",Nissan,LEAF
Ford Mustang,2010,2010,"58,993.00","$22,590",Ford,Mustang
Chevrolet Camaro,2014,2014,"42,010.00","$22,990",Chevrolet,Camaro
Hyundai Sonata,2013,2013,"56,053.00","$15,990",Hyundai,Sonata
Chrysler,2013200,2013,46644,15990,,#VALUE!
Ford Fiesta,2018,2018,"17,963.00","$16,990",Ford,Fiesta
Toyota Corolla,2014,2014,"31,793.00","$18,590",Toyota,Corolla
Nissan Versa,2017,2017,"37,706.00","$15,990",Nissan,Versa
Ford Fusion,2014,2014,"71,499.00","$15,590",Ford,Fusion
BMW  Series,20145,2014,"63,878.00","$20,590",BMW, Series
Chevrolet Spark,2021,2021,"18,260.00","$17,990",Chevrolet,Spark
Ford Focus,2017,2017,"54,095.00","$14,990",Ford,Focus
Nissan Rogue,2012,2012,"99,825.00","$13,590",Nissan,Rogue
GMC Terrain,2019,2019,"74,507.00","$22,990",GMC,Terrain
MAZDA CX-,20145,2014,"67,355.00","$16,590",MAZDA,CX-
MAZDA MAZDA,20203,2020,"31,832.00","$24,590",MAZDA,MAZDA
Chevrolet Malibu,2012,2012,"81,054.00","$13,990",Chevrolet,Malibu
Subaru Crosstrek,2019,2019,"45,736.00","$24,590",Subaru,Crosstrek
Hyundai Accent,2019,2019,"56,537.00","$17,590",Hyundai,Accent
Hyundai Sonata,2013,2013,"96,653.00","$12,990",Hyundai,Sonata
Lexus ES,2011,2011,"59,812.00","$18,990",Lexus,ES
Chevrolet Equinox,2019,2019,"31,459.00","$22,990",Chevrolet,Equinox
Toyota Prius,2011,2011,"93,234.00","$15,590",Toyota,Prius
Chrysler,2017300,2017,62049,22590,,#VALUE!
Dodge Journey,2016,2016,"17,071.00","$20,590",Dodge,Journey
Toyota Corolla,2012,2012,"90,004.00","$13,990",Toyota,Corolla
Toyota Yaris,2016,2016,"30,085.00","$17,990",Toyota,Yaris
Ford Mustang,2012,2012,"93,738.00","$16,590",Ford,Mustang
Hyundai Santa Fe,2019,2019,"44,910.00","$24,990",Hyundai,Santa Fe
Chevrolet Equinox,2018,2018,"101,570.00","$17,590",Chevrolet,Equinox
Mitsubishi Outlander Sport,2015,2015,"73,985.00","$14,990",Mitsubishi,Outlander Sport
GMC Terrain,2019,2019,"104,802.00","$20,590",GMC,Terrain
Ford Mustang,2012,2012,"45,356.00","$18,990",Ford,Mustang
Nissan Sentra,2017,2017,"93,906.00","$13,590",Nissan,Sentra
Kia Soul,2019,2019,"55,723.00","$17,990",Kia,Soul
Honda Accord,2016,2016,"60,157.00","$21,590",Honda,Accord
Honda Accord,2009,2009,"90,937.00","$13,990",Honda,Accord
Toyota Corolla,2013,2013,"97,568.00","$13,990",Toyota,Corolla
Buick Regal,2014,2014,"65,804.00","$16,990",Buick,Regal
GMC Sierra  Regular Cab,20171500,2017,"70,896.00","$22,990",GMC,Sierra  Regular Cab
Kia Forte,2016,2016,"89,050.00","$13,590",Kia,Forte
Nissan Sentra,2016,2016,"32,583.00","$16,590",Nissan,Sentra
Toyota Corolla,2016,2016,"60,729.00","$16,990",Toyota,Corolla
Nissan Altima,2014,2014,"101,100.00","$13,990",Nissan,Altima
Mercedes-Benz C-Class,2014,2014,"47,322.00","$19,990",Mercedes-Benz,C-Class
Lexus CT,2013,2013,"86,767.00","$18,590",Lexus,CT
Chevrolet Sonic,2015,2015,"65,742.00","$13,590",Chevrolet,Sonic
Subaru Impreza,2015,2015,"92,696.00","$15,590",Subaru,Impreza
Ford Fiesta,2013,2013,"53,723.00","$12,990",Ford,Fiesta
MAZDA MAZDA,20123,2012,"99,134.00","$12,990",MAZDA,MAZDA
Mitsubishi Mirage G,20184,2018,"48,827.00","$14,590",Mitsubishi,Mirage G
Ford Focus,2015,2015,"80,488.00","$12,590",Ford,Focus
Honda Odyssey,2015,2015,"81,993.00","$22,590",Honda,Odyssey
Toyota Camry,2015,2015,"44,696.00","$19,590",Toyota,Camry
Honda Civic,2012,2012,"86,497.00","$13,990",Honda,Civic
Toyota Corolla,2020,2020,"39,799.00","$20,590",Toyota,Corolla
Chevrolet Spark,2017,2017,"72,288.00","$14,590",Chevrolet,Spark
Volkswagen Golf,2014,2014,"89,331.00","$14,990",Volkswagen,Golf
Hyundai Azera,2012,2012,"95,156.00","$14,590",Hyundai,Azera
Kia Soul,2017,2017,"82,301.00","$14,990",Kia,Soul
Toyota Corolla,2015,2015,"35,929.00","$17,990",Toyota,Corolla
INFINITI QX,201560,2015,"58,742.00","$23,990",INFINITI,QX
Chevrolet Malibu,2016,2016,"99,679.00","$16,590",Chevrolet,Malibu
MAZDA MX- Miata,20145,2014,"30,250.00","$21,590",MAZDA,MX- Miata
Ford Fusion,2017,2017,"51,125.00","$18,990",Ford,Fusion
Toyota Corolla,2022,2022,"6,769.00","$23,990",Toyota,Corolla
Subaru Forester,2014,2014,"85,011.00","$20,990",Subaru,Forester
Jeep Renegade,2017,2017,"58,121.00","$19,590",Jeep,Renegade
Kia Forte,2014,2014,"36,076.00","$14,990",Kia,Forte
Hyundai Elantra,2017,2017,"83,079.00","$14,990",Hyundai,Elantra
Chevrolet Cruze,2017,2017,"46,765.00","$16,990",Chevrolet,Cruze
Jeep Grand Cherokee,2016,2016,"97,916.00","$18,990",Jeep,Grand Cherokee
Nissan Kicks,2019,2019,"37,608.00","$20,990",Nissan,Kicks
Nissan Altima,2017,2017,"40,866.00","$19,990",Nissan,Altima
Toyota Camry,2012,2012,"53,462.00","$17,990",Toyota,Camry
Toyota Corolla,2015,2015,"82,553.00","$15,590",Toyota,Corolla
Ford Focus,2018,2018,"51,691.00","$15,590",Ford,Focus
Toyota Prius c,2013,2013,"64,933.00","$16,990",Toyota,Prius c
MAZDA CX-,20145,2014,"65,456.00","$18,590",MAZDA,CX-
Jeep Renegade,2017,2017,"68,681.00","$20,590",Jeep,Renegade
Kia Sportage,2013,2013,"86,105.00","$16,590",Kia,Sportage
Buick Verano,2012,2012,"68,392.00","$14,990",Buick,Verano
Honda Civic,2013,2013,"76,172.00","$15,990",Honda,Civic
Toyota Camry,2019,2019,"34,186.00","$23,990",Toyota,Camry
Kia Forte,2016,2016,"23,746.00","$15,990",Kia,Forte
MAZDA CX-,202130,2021,"51,393.00","$20,590",MAZDA,CX-
Toyota Corolla,2011,2011,"91,439.00","$13,590",Toyota,Corolla
Toyota Corolla,2021,2021,"20,862.00","$24,990",Toyota,Corolla
Mitsubishi Outlander Sport,2021,2021,"41,739.00","$21,590",Mitsubishi,Outlander Sport
Toyota RAV,20164,2016,"47,561.00","$22,590",Toyota,RAV
Chevrolet Camaro,2011,2011,"61,625.00","$19,990",Chevrolet,Camaro
BMW  Series,20152,2015,"55,749.00","$20,990",BMW, Series
Buick Encore,2017,2017,"46,527.00","$18,990",Buick,Encore
Jeep Cherokee,2019,2019,"53,284.00","$20,990",Jeep,Cherokee
Cadillac XTS,2013,2013,"68,385.00","$18,990",Cadillac,XTS
Volvo S,201260,2012,"69,250.00","$15,990",Volvo,S
GMC Terrain,2013,2013,"86,850.00","$16,590",GMC,Terrain
Buick Verano,2014,2014,"57,664.00","$17,590",Buick,Verano
Toyota Prius,2011,2011,"93,234.00","$15,590",Toyota,Prius
Volkswagen Passat,2018,2018,"85,887.00","$17,990",Volkswagen,Passat
INFINITI Q,201750,2017,"100,452.00","$20,590",INFINITI,Q
Audi Q,20135,2013,"69,077.00","$20,590",Audi,Q
Kia Soul,2015,2015,"85,881.00","$14,590",Kia,Soul
Hyundai Elantra,2020,2020,"22,544.00","$19,990",Hyundai,Elantra
Honda Fit,2012,2012,"36,622.00","$16,590",Honda,Fit
Honda HR-V,2016,2016,"41,177.00","$20,590",Honda,HR-V
Volvo XC,201360,2013,"41,216.00","$20,990",Volvo,XC
MINI Hardtop  Door,20162,2016,"22,216.00","$19,990",MINI,Hardtop  Door
Chrysler Town & Country,2013,2013,"101,776.00","$14,590",Chrysler,Town & Country
Honda Civic,2013,2013,"70,072.00","$15,590",Honda,Civic
Nissan Pathfinder,2015,2015,"51,492.00","$19,590",Nissan,Pathfinder
Toyota Prius,2013,2013,"92,533.00","$15,990",Toyota,Prius
Nissan Altima,2013,2013,"62,195.00","$16,590",Nissan,Altima
Hyundai Elantra,2016,2016,"50,146.00","$16,990",Hyundai,Elantra
Toyota Corolla,2010,2010,"68,728.00","$13,590",Toyota,Corolla
Hyundai Sonata,2011,2011,"81,009.00","$12,590",Hyundai,Sonata
Toyota Corolla,2021,2021,"49,016.00","$21,590",Toyota,Corolla
Toyota C-HR,2019,2019,"37,248.00","$23,590",Toyota,C-HR
Volkswagen CC,2012,2012,"93,813.00","$13,590",Volkswagen,CC
Jeep Compass,2018,2018,"60,082.00","$18,990",Jeep,Compass
Toyota Prius,2018,2018,"100,003.00","$21,590",Toyota,Prius
MAZDA MAZDA,20166,2016,"92,094.00","$15,990",MAZDA,MAZDA
Nissan Altima,2013,2013,"75,978.00","$15,590",Nissan,Altima
Kia Sorento,2017,2017,"99,685.00","$16,990",Kia,Sorento
Jeep Wrangler,2014,2014,"51,825.00","$24,990",Jeep,Wrangler
Jeep Grand Cherokee,2012,2012,"83,902.00","$17,590",Jeep,Grand Cherokee
Kia Sorento,2018,2018,"55,366.00","$20,990",Kia,Sorento
Kia Sportage,2018,2018,"54,998.00","$23,590",Kia,Sportage
Chrysler,2011200,2011,71322,12590,,#VALUE!
Kia Sorento,2016,2016,"84,338.00","$19,990",Kia,Sorento
Dodge Journey,2016,2016,"17,071.00","$20,590",Dodge,Journey
Kia Sorento,2019,2019,"81,570.00","$19,990",Kia,Sorento
Kia Sportage,2017,2017,"35,492.00","$22,990",Kia,Sportage
Kia Sportage,2017,2017,"73,404.00","$17,990",Kia,Sportage
Kia Sportage,2019,2019,"36,305.00","$21,990",Kia,Sportage
Kia Sportage,2019,2019,"26,373.00","$22,590",Kia,Sportage
Jeep Cherokee,2015,2015,"64,979.00","$16,990",Jeep,Cherokee
Kia Sorento,2020,2020,"51,776.00","$24,590",Kia,Sorento
Chrysler,2012200,2012,52651,15990,,#VALUE!
Kia Sportage,2020,2020,"22,406.00","$22,990",Kia,Sportage
Chrysler,2015200,2015,73320,17990,,#VALUE!
Kia Sorento,2020,2020,"55,843.00","$22,990",Kia,Sorento
Chrysler,2015200,2015,64927,16590,,#VALUE!
Kia Sorento,2017,2017,"96,753.00","$16,590",Kia,Sorento
Kia Sportage,2018,2018,"56,913.00","$18,990",Kia,Sportage
MINI Countryman,2012,2012,"73,781.00","$15,990",MINI,Countryman
MAZDA CX-,20165,2016,"73,203.00","$19,990",MAZDA,CX-
Hyundai Accent,2016,2016,"93,126.00","$12,990",Hyundai,Accent
Nissan Altima,2017,2017,"36,802.00","$19,990",Nissan,Altima
Jeep Cherokee,2016,2016,"61,165.00","$18,990",Jeep,Cherokee
Buick LaCrosse,2012,2012,"64,459.00","$14,990",Buick,LaCrosse
Honda Accord Crosstour,2011,2011,"85,736.00","$16,590",Honda,Accord Crosstour
Subaru Forester,2014,2014,"62,395.00","$20,990",Subaru,Forester
MINI Paceman,2015,2015,"81,278.00","$16,590",MINI,Paceman
Toyota C-HR,2019,2019,"44,702.00","$22,590",Toyota,C-HR
Kia Soul,2019,2019,"45,761.00","$17,990",Kia,Soul
Dodge Charger,2014,2014,"93,359.00","$16,990",Dodge,Charger
Kia Rio,2022,2022,"2,122.00","$22,590",Kia,Rio
Ford Flex,2015,2015,"75,571.00","$20,590",Ford,Flex
Toyota Prius,2013,2013,"80,977.00","$17,990",Toyota,Prius
Chevrolet Impala,2014,2014,"33,133.00","$20,990",Chevrolet,Impala
Kia Sportage,2020,2020,"22,406.00","$22,990",Kia,Sportage
Nissan Maxima,2017,2017,"71,504.00","$19,990",Nissan,Maxima
Toyota Camry,2017,2017,"12,380.00","$22,990",Toyota,Camry
Chevrolet Cruze,2017,2017,"32,745.00","$18,590",Chevrolet,Cruze
MAZDA MAZDA,20153,2015,"86,290.00","$15,990",MAZDA,MAZDA
Kia Sportage,2019,2019,"36,305.00","$21,990",Kia,Sportage
Dodge Journey,2015,2015,"83,506.00","$15,990",Dodge,Journey
Jeep Cherokee,2014,2014,"43,646.00","$17,590",Jeep,Cherokee
Dodge Journey,2016,2016,"70,401.00","$16,590",Dodge,Journey
Kia Optima,2013,2013,"24,608.00","$17,590",Kia,Optima
Kia Sorento,2017,2017,"34,583.00","$24,590",Kia,Sorento
Kia Optima,2013,2013,"74,090.00","$16,590",Kia,Optima
Kia Sorento,2017,2017,"91,269.00","$16,590",Kia,Sorento
BMW  Series,20133,2013,"61,447.00","$21,990",BMW, Series
Kia Sportage,2014,2014,"56,475.00","$16,990",Kia,Sportage
Kia Optima,2013,2013,"51,004.00","$16,590",Kia,Optima
Kia Sportage,2016,2016,"70,760.00","$17,590",Kia,Sportage
Kia Sportage,2015,2015,"55,654.00","$16,990",Kia,Sportage
Kia Sportage,2015,2015,"16,263.00","$20,990",Kia,Sportage
Hyundai Sonata,2013,2013,"80,591.00","$14,990",Hyundai,Sonata
BMW  Series,20113,2011,"16,837.00","$24,990",BMW, Series
Kia Optima,2013,2013,"93,057.00","$13,990",Kia,Optima
Kia Sportage,2015,2015,"74,326.00","$18,990",Kia,Sportage
Jeep Cherokee,2017,2017,"79,427.00","$18,990",Jeep,Cherokee
Kia Sportage,2016,2016,"30,308.00","$21,590",Kia,Sportage
Dodge Journey,2016,2016,"87,902.00","$17,990",Dodge,Journey
Kia Sportage,2016,2016,"91,091.00","$16,590",Kia,Sportage
Chevrolet Silverado  Regular Cab,20131500,2013,"94,311.00","$16,990",Chevrolet,Silverado  Regular Cab
Jeep Renegade,2017,2017,"61,905.00","$18,990",Jeep,Renegade
Chevrolet Cruze,2018,2018,"73,916.00","$16,990",Chevrolet,Cruze
Lexus RX,2013,2013,"84,884.00","$22,590",Lexus,RX
Toyota Corolla,2018,2018,"59,751.00","$18,590",Toyota,Corolla
Hyundai Elantra,2017,2017,"71,790.00","$16,990",Hyundai,Elantra
Lexus CT,2016,2016,"52,920.00","$24,990",Lexus,CT
Hyundai Elantra,2018,2018,"46,550.00","$19,990",Hyundai,Elantra
Nissan Versa,2018,2018,"82,519.00","$13,990",Nissan,Versa
Ford Mustang,2010,2010,"78,599.00","$16,990",Ford,Mustang
Ford Explorer,2011,2011,"96,481.00","$16,990",Ford,Explorer
Volkswagen Passat,2017,2017,"54,222.00","$21,590",Volkswagen,Passat
Ford Focus,2013,2013,"92,509.00","$12,990",Ford,Focus
Chevrolet Impala,2018,2018,"55,159.00","$21,590",Chevrolet,Impala
Honda Civic,2020,2020,"15,552.00","$22,990",Honda,Civic
Buick Encore,2017,2017,"37,711.00","$19,590",Buick,Encore
Ford Edge,2012,2012,"53,479.00","$15,990",Ford,Edge
Ford Escape,2014,2014,"102,703.00","$13,990",Ford,Escape
Toyota Corolla,2022,2022,"1,584.00","$24,990",Toyota,Corolla
Hyundai Veloster,2013,2013,"77,611.00","$14,990",Hyundai,Veloster
Nissan Sentra,2019,2019,"37,145.00","$17,990",Nissan,Sentra
Volkswagen Passat,2016,2016,"18,230.00","$21,990",Volkswagen,Passat
Hyundai Accent,2016,2016,"93,126.00","$12,990",Hyundai,Accent
Chevrolet Spark EV,2016,2016,"52,647.00","$15,590",Chevrolet,Spark EV
Dodge Grand Caravan Passenger,2019,2019,"64,757.00","$22,590",Dodge,Grand Caravan Passenger
MAZDA CX-,20193,2019,"23,303.00","$23,590",MAZDA,CX-
Nissan LEAF,2015,2015,"48,036.00","$15,990",Nissan,LEAF
Honda Fit,2015,2015,"61,257.00","$16,990",Honda,Fit
GMC Acadia,2014,2014,"87,322.00","$19,590",GMC,Acadia
Hyundai Elantra,2013,2013,"11,661.00","$15,590",Hyundai,Elantra
Dodge Grand Caravan Passenger,2019,2019,"57,915.00","$21,990",Dodge,Grand Caravan Passenger
Toyota Prius,2014,2014,"65,144.00","$19,990",Toyota,Prius
Kia Soul,2020,2020,"13,174.00","$19,990",Kia,Soul
Ram  Classic Regular Cab,20191500,2019,"27,562.00","$24,990",Ram, Classic Regular Cab
Nissan Murano,2012,2012,"48,883.00","$18,990",Nissan,Murano
Chevrolet Impala,2019,2019,"15,888.00","$24,990",Chevrolet,Impala
Nissan Versa,2017,2017,"91,344.00","$14,590",Nissan,Versa
MINI Coupe,2012,2012,"86,172.00","$14,990",MINI,Coupe
Hyundai Sonata,2013,2013,"70,664.00","$14,590",Hyundai,Sonata
Dodge Grand Caravan Passenger,2017,2017,"83,199.00","$17,990",Dodge,Grand Caravan Passenger
Chevrolet Camaro,2014,2014,"74,981.00","$19,590",Chevrolet,Camaro
Toyota Venza,2014,2014,"90,620.00","$19,990",Toyota,Venza
BMW i,20153,2015,"55,627.00","$19,590",BMW,i
MAZDA CX-,20165,2016,"72,885.00","$19,990",MAZDA,CX-
Chrysler Town & Country,2014,2014,"98,899.00","$15,590",Chrysler,Town & Country
Toyota Corolla,2015,2015,"71,637.00","$16,990",Toyota,Corolla
Hyundai Santa Fe Sport,2013,2013,"52,282.00","$19,990",Hyundai,Santa Fe Sport
Mitsubishi Mirage G,20184,2018,"48,827.00","$14,590",Mitsubishi,Mirage G
Dodge Charger,2016,2016,"86,489.00","$19,990",Dodge,Charger
Mitsubishi Mirage,2022,2022,"6,774.00","$21,590",Mitsubishi,Mirage
MAZDA MAZDA,20173,2017,"49,187.00","$18,590",MAZDA,MAZDA
Jeep Compass,2018,2018,"60,082.00","$18,990",Jeep,Compass
Toyota Corolla,2017,2017,"50,312.00","$17,990",Toyota,Corolla
Toyota Camry,2013,2013,"103,143.00","$15,590",Toyota,Camry
Scion FR-S,2014,2014,"29,391.00","$24,990",Scion,FR-S
Chrysler,2019300,2019,73129,23590,,#VALUE!
Honda Accord,2016,2016,"92,234.00","$17,990",Honda,Accord
Ford Mustang,2010,2010,"78,599.00","$16,990",Ford,Mustang
Honda Civic,2013,2013,"74,367.00","$15,590",Honda,Civic
smart fortwo,2016,2016,"23,996.00","$16,590",smart,fortwo
Ford Focus,2015,2015,"80,488.00","$12,590",Ford,Focus
MAZDA CX-,20175,2017,"38,667.00","$23,990",MAZDA,CX-
Chevrolet Sonic,2019,2019,"9,163.00","$19,590",Chevrolet,Sonic
Toyota Highlander,2012,2012,"80,954.00","$22,990",Toyota,Highlander
Dodge Grand Caravan Passenger,2017,2017,"100,787.00","$16,590",Dodge,Grand Caravan Passenger
Honda Odyssey,2010,2010,"85,006.00","$15,990",Honda,Odyssey
Nissan Rogue,2017,2017,"82,173.00","$17,990",Nissan,Rogue
Honda Civic,2012,2012,"78,918.00","$15,990",Honda,Civic
BMW X,20163,2016,"42,693.00","$24,990",BMW,X
Honda Civic,2011,2011,"95,934.00","$13,990",Honda,Civic
Hyundai Venue,2020,2020,"8,879.00","$21,990",Hyundai,Venue
Volvo S,201040,2010,"49,335.00","$13,990",Volvo,S
Honda Civic,2016,2016,"49,238.00","$22,990",Honda,Civic
Hyundai Elantra,2020,2020,"17,573.00","$20,590",Hyundai,Elantra
MAZDA MAZDA,20183,2018,"48,137.00","$20,990",MAZDA,MAZDA
MAZDA MAZDA,20103,2010,"83,742.00","$13,590",MAZDA,MAZDA
FIAT,2014500,2014,61176,12990,,#VALUE!
Toyota Corolla,2018,2018,"57,886.00","$19,990",Toyota,Corolla
Honda Civic,2020,2020,"45,380.00","$24,990",Honda,Civic
Hyundai Elantra,2012,2012,"26,885.00","$17,990",Hyundai,Elantra
Volkswagen Golf GTI,2015,2015,"60,239.00","$20,990",Volkswagen,Golf GTI
Volkswagen Passat,2016,2016,"90,157.00","$14,590",Volkswagen,Passat
Nissan Altima,2017,2017,"36,802.00","$19,990",Nissan,Altima
